,species,divergence_from_human_mya,peptide_alphabet,peptide_reference,peptide_ksize,peptide_bloom_filter,jaccard_threshold,true_positives,true_negatives,false_positives,false_negatives,precision,recall,F1_score
2630,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_hp_k17.index,0.75,463,250.0,250,37.0,0.6493688639551192,0.926,0.763396537510305
2631,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_hp_k17.index,0.8,457,254.0,246,43.0,0.6500711237553343,0.914,0.7597672485453034
2632,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_hp_k17.index,0.85,456,256.0,244,44.0,0.6514285714285715,0.912,0.7599999999999999
2633,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_hp_k17.index,0.9,454,259.0,241,46.0,0.6532374100719425,0.908,0.7598326359832637
2634,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.75,459,255.0,245,41.0,0.6519886363636364,0.918,0.7624584717607974
2635,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.8,457,255.0,245,43.0,0.6509971509971509,0.914,0.7603993344425957
2636,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.85,454,258.0,242,46.0,0.6522988505747126,0.908,0.7591973244147157
2637,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.9,454,262.0,238,46.0,0.6560693641618497,0.908,0.761744966442953
2638,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.75,459,255.0,245,41.0,0.6519886363636364,0.918,0.7624584717607974
2639,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.8,456,257.0,243,44.0,0.6523605150214592,0.912,0.7606338615512926
2640,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.85,454,259.0,241,46.0,0.6532374100719425,0.908,0.7598326359832637
2641,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.9,452,267.0,233,48.0,0.6598540145985401,0.904,0.7628691983122362
2642,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.75,457,255.0,245,43.0,0.6509971509971509,0.914,0.7603993344425957
2643,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.8,456,257.0,243,44.0,0.6523605150214592,0.912,0.7606338615512926
2644,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.85,454,259.0,241,46.0,0.6532374100719425,0.908,0.7598326359832637
2645,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.9,452,267.0,233,48.0,0.6598540145985401,0.904,0.7628691983122362
2646,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,25,output_simreads/sencha/index/refsprot_t1e9_hp_k25.index,0.8,447,277.0,223,53.0,0.6671641791044776,0.894,0.764102564102564
2647,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,29,output_simreads/sencha/index/refsprot_t1e9_hp_k29.index,0.8,68,494.0,6,432.0,0.918918918918919,0.136,0.2369337979094077
2648,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,31,output_simreads/sencha/index/refsprot_t1e9_hp_k31.index,0.8,53,499.0,1,447.0,0.9814814814814815,0.106,0.19133574007220217
2649,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,33,output_simreads/sencha/index/refsprot_t1e9_hp_k33.index,0.8,51,500.0,0,449.0,1.0,0.102,0.18511796733212338
2650,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,35,output_simreads/sencha/index/refsprot_t1e9_hp_k35.index,0.8,46,500.0,0,454.0,1.0,0.092,0.16849816849816848
2651,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,37,output_simreads/sencha/index/refsprot_t1e9_hp_k37.index,0.8,45,500.0,0,455.0,1.0,0.09,0.16513761467889906
2652,Lepisosteus oculatus,435.0,hydrophobic-polar,Swiss Prot,39,output_simreads/sencha/index/refsprot_t1e9_hp_k39.index,0.8,45,500.0,0,455.0,1.0,0.09,0.16513761467889906
2653,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,3,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k3.index,0.5,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2654,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.45,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2655,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.5,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2656,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.55,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2657,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.6,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2658,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.45,280,422.0,78,220.0,0.7821229050279329,0.56,0.6526806526806528
2659,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.5,244,455.0,45,256.0,0.8442906574394463,0.488,0.6185044359949302
2660,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.55,212,473.0,27,288.0,0.8870292887029289,0.424,0.5737483085250338
2661,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.6,158,482.0,18,342.0,0.8977272727272727,0.316,0.46745562130177515
2662,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.45,87,494.0,6,413.0,0.9354838709677419,0.174,0.29342327150084313
2663,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.5,75,495.0,5,425.0,0.9375,0.15,0.25862068965517243
2664,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.55,66,500.0,0,434.0,1.0,0.132,0.2332155477031802
2665,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.6,59,500.0,0,441.0,1.0,0.118,0.21109123434704832
2666,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.45,76,495.0,5,424.0,0.9382716049382716,0.152,0.26161790017211706
2667,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.5,59,500.0,0,441.0,1.0,0.118,0.21109123434704832
2668,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.55,54,500.0,0,446.0,1.0,0.108,0.19494584837545126
2669,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.6,45,500.0,0,455.0,1.0,0.09,0.16513761467889906
2670,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.45,66,495.0,5,434.0,0.9295774647887324,0.132,0.2311733800350263
2671,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.5,57,500.0,0,443.0,1.0,0.114,0.2046678635547576
2672,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.55,46,500.0,0,454.0,1.0,0.092,0.16849816849816848
2673,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.6,37,500.0,0,463.0,1.0,0.074,0.1378026070763501
2674,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.45,60,495.0,5,440.0,0.9230769230769231,0.12,0.21238938053097348
2675,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.5,47,500.0,0,453.0,1.0,0.094,0.17184643510054842
2676,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.55,37,500.0,0,463.0,1.0,0.074,0.1378026070763501
2677,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.6,34,500.0,0,466.0,1.0,0.068,0.12734082397003746
2678,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.45,53,500.0,0,447.0,1.0,0.106,0.19168173598553342
2679,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.5,42,500.0,0,458.0,1.0,0.084,0.15498154981549817
2680,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.55,34,500.0,0,466.0,1.0,0.068,0.12734082397003746
2681,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.6,32,500.0,0,468.0,1.0,0.064,0.12030075187969924
2682,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.45,46,500.0,0,454.0,1.0,0.092,0.16849816849816848
2683,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.5,37,500.0,0,463.0,1.0,0.074,0.1378026070763501
2684,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.55,33,500.0,0,467.0,1.0,0.066,0.12382739212007504
2685,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.6,32,500.0,0,468.0,1.0,0.064,0.12030075187969924
2686,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k13.index,0.5,33,500.0,0,467.0,1.0,0.066,0.12382739212007504
2687,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k15.index,0.5,31,500.0,0,469.0,1.0,0.062,0.1167608286252354
2688,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k17.index,0.5,29,500.0,0,471.0,1.0,0.058,0.10964083175803403
2689,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k19.index,0.5,28,500.0,0,472.0,1.0,0.056,0.10606060606060606
2690,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k21.index,0.5,26,500.0,0,474.0,1.0,0.052,0.0988593155893536
2691,Lepisosteus oculatus,435.0,protein,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k23.index,0.5,24,500.0,0,476.0,1.0,0.048,0.0916030534351145
2692,Lepisosteus oculatus,435.0,protein,Swiss Prot,3,output_simreads/sencha/index/refsprot_t1e9_protein_k3.index,0.5,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2693,Lepisosteus oculatus,435.0,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.45,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2694,Lepisosteus oculatus,435.0,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.5,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2695,Lepisosteus oculatus,435.0,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.55,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2696,Lepisosteus oculatus,435.0,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.6,496,230.0,270,4.0,0.6475195822454308,0.992,0.7835703001579778
2697,Lepisosteus oculatus,435.0,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.45,495,231.0,269,5.0,0.6479057591623036,0.99,0.7832278481012658
2698,Lepisosteus oculatus,435.0,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.5,495,232.0,268,5.0,0.6487549148099607,0.99,0.7838479809976248
2699,Lepisosteus oculatus,435.0,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.55,492,233.0,267,8.0,0.6482213438735178,0.984,0.7815726767275616
2700,Lepisosteus oculatus,435.0,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.6,484,242.0,258,16.0,0.6522911051212938,0.968,0.77938808373591
2701,Lepisosteus oculatus,435.0,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.45,195,487.0,13,305.0,0.9375,0.39,0.5508474576271186
2702,Lepisosteus oculatus,435.0,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.5,146,488.0,12,354.0,0.9240506329113924,0.292,0.4437689969604863
2703,Lepisosteus oculatus,435.0,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.55,122,489.0,11,378.0,0.9172932330827067,0.244,0.3854660347551343
2704,Lepisosteus oculatus,435.0,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.6,104,492.0,8,396.0,0.9285714285714286,0.208,0.33986928104575165
2705,Lepisosteus oculatus,435.0,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.45,94,494.0,6,406.0,0.94,0.188,0.31333333333333335
2706,Lepisosteus oculatus,435.0,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.5,74,495.0,5,426.0,0.9367088607594937,0.148,0.2556131260794473
2707,Lepisosteus oculatus,435.0,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.55,65,495.0,5,435.0,0.9285714285714286,0.13,0.22807017543859648
2708,Lepisosteus oculatus,435.0,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.6,56,495.0,5,444.0,0.9180327868852459,0.112,0.19964349376114085
2709,Lepisosteus oculatus,435.0,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.45,77,495.0,5,423.0,0.9390243902439024,0.154,0.2646048109965636
2710,Lepisosteus oculatus,435.0,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.5,68,495.0,5,432.0,0.9315068493150684,0.136,0.237347294938918
2711,Lepisosteus oculatus,435.0,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.55,57,495.0,5,443.0,0.9193548387096774,0.114,0.20284697508896798
2712,Lepisosteus oculatus,435.0,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.6,43,495.0,5,457.0,0.8958333333333334,0.086,0.15693430656934304
2713,Lepisosteus oculatus,435.0,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.45,70,495.0,5,430.0,0.9333333333333333,0.14,0.24347826086956526
2714,Lepisosteus oculatus,435.0,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.5,59,495.0,5,441.0,0.921875,0.118,0.2092198581560284
2715,Lepisosteus oculatus,435.0,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.55,45,495.0,5,455.0,0.9,0.09,0.16363636363636364
2716,Lepisosteus oculatus,435.0,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.6,40,495.0,5,460.0,0.8888888888888888,0.08,0.14678899082568808
2717,Lepisosteus oculatus,435.0,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.45,63,495.0,5,437.0,0.9264705882352942,0.126,0.22183098591549294
2718,Lepisosteus oculatus,435.0,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.5,50,495.0,5,450.0,0.9090909090909091,0.1,0.1801801801801802
2719,Lepisosteus oculatus,435.0,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.55,42,495.0,5,458.0,0.8936170212765957,0.084,0.15356489945155394
2720,Lepisosteus oculatus,435.0,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.6,39,495.0,5,461.0,0.8863636363636364,0.078,0.1433823529411765
2721,Lepisosteus oculatus,435.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.45,54,495.0,5,446.0,0.9152542372881356,0.108,0.19320214669051877
2722,Lepisosteus oculatus,435.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.5,45,495.0,5,455.0,0.9,0.09,0.16363636363636364
2723,Lepisosteus oculatus,435.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.55,41,495.0,5,459.0,0.8913043478260869,0.082,0.1501831501831502
2724,Lepisosteus oculatus,435.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.6,38,495.0,5,462.0,0.8837209302325582,0.076,0.13996316758747698
2725,Lepisosteus oculatus,435.0,protein,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_protein_k13.index,0.5,41,495.0,5,459.0,0.8913043478260869,0.082,0.1501831501831502
2726,Lepisosteus oculatus,435.0,protein,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_protein_k15.index,0.5,39,495.0,5,461.0,0.8863636363636364,0.078,0.1433823529411765
2727,Lepisosteus oculatus,435.0,protein,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_protein_k17.index,0.5,32,495.0,5,468.0,0.8648648648648649,0.064,0.1191806331471136
2728,Lepisosteus oculatus,435.0,protein,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_protein_k19.index,0.5,32,500.0,0,468.0,1.0,0.064,0.12030075187969924
2729,Lepisosteus oculatus,435.0,protein,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_protein_k21.index,0.5,29,500.0,0,471.0,1.0,0.058,0.10964083175803403
2730,Lepisosteus oculatus,435.0,protein,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_protein_k23.index,0.5,27,500.0,0,473.0,1.0,0.054,0.10246679316888045
2731,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k5.index,0.5,487,119.0,381,13.0,0.5610599078341014,0.974,0.7119883040935673
2732,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k7.index,0.5,487,119.0,381,13.0,0.5610599078341014,0.974,0.7119883040935673
2733,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.45,487,146.0,354,13.0,0.5790725326991677,0.974,0.7263236390753169
2734,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.5,486,151.0,349,14.0,0.5820359281437125,0.972,0.7280898876404495
2735,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.55,483,155.0,345,17.0,0.5833333333333334,0.966,0.7274096385542169
2736,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.6,480,170.0,330,20.0,0.5925925925925926,0.96,0.732824427480916
2737,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.45,456,230.0,270,44.0,0.628099173553719,0.912,0.7438825448613378
2738,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.5,440,260.0,240,60.0,0.6470588235294118,0.88,0.7457627118644068
2739,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.55,418,298.0,202,82.0,0.6741935483870968,0.836,0.7464285714285714
2740,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.6,395,332.0,168,105.0,0.7015985790408525,0.79,0.7431796801505174
2741,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.45,333,414.0,86,167.0,0.7947494033412887,0.666,0.7247007616974973
2742,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.5,309,426.0,74,191.0,0.8067885117493473,0.618,0.6998867497168743
2743,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.55,279,438.0,62,221.0,0.8181818181818182,0.558,0.6634958382877528
2744,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.6,254,455.0,45,246.0,0.8494983277591973,0.508,0.6357947434292867
2745,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.45,238,465.0,35,262.0,0.8717948717948718,0.476,0.6157826649417852
2746,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.5,216,475.0,25,284.0,0.8962655601659751,0.432,0.582995951417004
2747,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.55,196,479.0,21,304.0,0.9032258064516129,0.392,0.5467224546722456
2748,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.6,179,479.0,21,321.0,0.895,0.358,0.5114285714285713
2749,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.45,189,485.0,15,311.0,0.9264705882352942,0.378,0.5369318181818182
2750,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.5,175,486.0,14,325.0,0.9259259259259259,0.35,0.5079825834542816
2751,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.55,157,490.0,10,343.0,0.9401197604790419,0.314,0.47076461769115446
2752,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.6,136,490.0,10,364.0,0.9315068493150684,0.272,0.4210526315789474
2753,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.45,163,490.0,10,337.0,0.9421965317919075,0.326,0.48439821693907875
2754,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.5,145,495.0,5,355.0,0.9666666666666667,0.29,0.4461538461538462
2755,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.55,133,495.0,5,367.0,0.9637681159420289,0.266,0.4169278996865204
2756,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.6,117,500.0,0,383.0,1.0,0.234,0.37925445705024313
2757,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.45,149,495.0,5,351.0,0.9675324675324676,0.298,0.45565749235474007
2758,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.5,135,500.0,0,365.0,1.0,0.27,0.4251968503937008
2759,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.55,121,500.0,0,379.0,1.0,0.242,0.3896940418679549
2760,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.6,96,500.0,0,404.0,1.0,0.192,0.32214765100671144
2761,Monodelphis domestica,159.0,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.45,141,500.0,0,359.0,1.0,0.282,0.4399375975039001
